order_id,customer_id,orderDate,ProductType,OrderValue
538801,CUST10043,2025-08-29,Furniture,228.0
538802,CUST10243,2025-08-04,Toys,376.4
538803,CUST10006,2025-08-18,Home Decor,106.08
538804,CUST10086,2025-08-23,Stationery,104.8
538805,CUST10133,2025-08-02,Electronics,119.52
538806,CUST10215,2025-08-06,Furniture,392.52
538807,CUST10075,2025-08-08,Gift Items,828.16
538808,CUST10142,2025-08-07,Electronics,248.7
538809,CUST10194,2025-08-01,Furniture,6.74
538810,CUST10125,2025-08-26,Home Decor,122.86
538811,CUST10059,2025-08-01,Electronics,107.28
538812,CUST10209,2025-08-04,Holiday Items,34.51
538813,CUST10225,2025-08-24,Fashion,143.36
538814,CUST10185,2025-08-17,Holiday Items,22.98
538815,CUST10139,2025-08-27,Toys,4.23
538816,CUST10203,2025-08-19,Holiday Items,41.19
538817,CUST10080,2025-08-28,Stationery,400.8
538818,CUST10078,2025-08-01,Fashion,501.6
538819,CUST10249,2025-08-09,Toys,263.1
538820,CUST10024,2025-08-14,Electronics,467.5
538821,CUST10073,2025-08-16,Furniture,547.36
538822,CUST10128,2025-08-01,Holiday Items,374.88
538823,CUST10028,2025-08-23,Accessories,552.72
538824,CUST10102,2025-08-01,Electronics,281.6
538825,CUST10028,2025-08-19,Fashion,459.5
538826,CUST10250,2025-08-21,Kitchen,116.34
538827,CUST10222,2025-08-07,Accessories,136.8
538828,CUST10158,2025-08-13,Accessories,49.44
538829,CUST10195,2025-08-19,Electronics,1049.52
538830,CUST10106,2025-08-09,Fashion,92.67
538831,CUST10083,2025-08-02,Toys,603.18
538832,CUST10177,2025-08-09,Electronics,839.12
538833,CUST10128,2025-08-18,Stationery,1150.56
538834,CUST10124,2025-08-23,Furniture,161.28
538835,CUST10021,2025-08-24,Kitchen,1240.68
538836,CUST10033,2025-08-13,Home Decor,677.28
538837,CUST10043,2025-08-04,Electronics,190.77
538838,CUST10010,2025-08-04,Holiday Items,1047.0
538839,CUST10135,2025-08-26,Accessories,225.6
538840,CUST10108,2025-08-18,Holiday Items,271.53
538841,CUST10076,2025-08-14,Fashion,37.37
538842,CUST10096,2025-08-29,Toys,484.56
538843,CUST10176,2025-08-17,Electronics,57.39
538844,CUST10121,2025-08-09,Accessories,381.18
538845,CUST10192,2025-08-30,Gift Items,450.0
538846,CUST10122,2025-08-27,Home Decor,192.33
538847,CUST10121,2025-08-05,Kitchen,308.52
538848,CUST10052,2025-08-07,Kitchen,39.14
538849,CUST10016,2025-08-04,Toys,676.56
538850,CUST10090,2025-08-03,Furniture,723.5
538851,CUST10238,2025-08-01,Electronics,172.12
538852,CUST10223,2025-08-30,Holiday Items,179.45
538853,CUST10104,2025-08-25,Fashion,228.25
538854,CUST10052,2025-08-22,Kitchen,792.84
538855,CUST10072,2025-08-07,Gift Items,43.8
538856,CUST10205,2025-08-05,Furniture,343.65
538857,CUST10219,2025-08-25,Toys,330.32
538858,CUST10224,2025-08-24,Toys,580.4
538859,CUST10201,2025-08-01,Electronics,270.9
538860,CUST10158,2025-08-26,Gift Items,52.92
538861,CUST10001,2025-08-28,Stationery,65.61
538862,CUST10036,2025-08-02,Furniture,215.54
538863,CUST10084,2025-08-16,Fashion,524.9
538864,CUST10144,2025-08-08,Holiday Items,1101.6
538865,CUST10122,2025-08-23,Stationery,747.52
538866,CUST10136,2025-08-11,Kitchen,505.2
538867,CUST10214,2025-08-21,Fashion,459.0
538868,CUST10114,2025-08-18,Accessories,303.57
538869,CUST10231,2025-08-18,Holiday Items,415.15
538870,CUST10094,2025-08-28,Accessories,140.52
538871,CUST10158,2025-08-07,Furniture,528.6
538872,CUST10239,2025-08-06,Home Decor,189.76
538873,CUST10050,2025-08-17,Home Decor,217.76
538874,CUST10095,2025-08-30,Fashion,205.45
538875,CUST10070,2025-08-20,Home Decor,1329.36
538876,CUST10012,2025-08-13,Fashion,389.5
538877,CUST10211,2025-08-19,Home Decor,379.85
538878,CUST10117,2025-08-21,Accessories,1196.7
538879,CUST10166,2025-08-28,Furniture,174.39
538880,CUST10157,2025-08-01,Gift Items,13.98
538881,CUST10022,2025-08-05,Holiday Items,314.49
538882,CUST10182,2025-08-21,Home Decor,18.18
538883,CUST10072,2025-08-18,Electronics,83.7
538884,CUST10218,2025-08-22,Stationery,41.59
538885,CUST10185,2025-08-19,Stationery,326.76
538886,CUST10104,2025-08-22,Holiday Items,50.04
538887,CUST10195,2025-08-27,Furniture,10.13
538888,CUST10045,2025-08-03,Accessories,264.45
538889,CUST10177,2025-08-07,Furniture,34.87
538890,CUST10216,2025-08-24,Home Decor,182.56
538891,CUST10031,2025-08-12,Stationery,173.35
538892,CUST10023,2025-08-23,Toys,692.6
538893,CUST10024,2025-08-30,Gift Items,128.6
538894,CUST10161,2025-08-19,Home Decor,48.62
538895,CUST10164,2025-08-07,Stationery,285.54
