order_id,customer_id,orderDate,ProductType,OrderValue
537201,CUST10156,2025-04-08,Kitchen,41.35
537202,CUST10168,2025-04-07,Accessories,111.8
537203,CUST10016,2025-04-21,Stationery,115.0
537204,CUST10107,2025-04-29,Stationery,1078.32
537205,CUST10136,2025-04-09,Home Decor,99.28
537206,CUST10242,2025-04-03,Electronics,201.1
537207,CUST10060,2025-04-24,Furniture,166.92
537208,CUST10169,2025-04-17,Electronics,198.08
537209,CUST10107,2025-04-18,Kitchen,204.33
537210,CUST10171,2025-04-23,Holiday Items,490.5
537211,CUST10141,2025-04-06,Holiday Items,44.2
537212,CUST10137,2025-04-06,Toys,505.92
537213,CUST10081,2025-04-29,Furniture,1121.9
537214,CUST10196,2025-04-14,Holiday Items,610.62
537215,CUST10140,2025-04-19,Electronics,443.94
537216,CUST10191,2025-04-30,Fashion,739.76
537217,CUST10246,2025-04-15,Holiday Items,692.94
537218,CUST10153,2025-04-10,Home Decor,87.84
537219,CUST10078,2025-04-29,Home Decor,220.44
537220,CUST10220,2025-04-07,Stationery,590.85
537221,CUST10211,2025-04-23,Fashion,93.15
537222,CUST10238,2025-04-19,Toys,750.84
537223,CUST10092,2025-04-15,Gift Items,40.74
537224,CUST10150,2025-04-29,Electronics,100.92
537225,CUST10024,2025-04-10,Toys,130.44
537226,CUST10188,2025-04-07,Kitchen,554.96
537227,CUST10125,2025-04-06,Toys,574.02
537228,CUST10010,2025-04-10,Toys,144.88
537229,CUST10236,2025-04-02,Stationery,93.76
537230,CUST10107,2025-04-14,Kitchen,635.28
537231,CUST10155,2025-04-28,Home Decor,361.4
537232,CUST10011,2025-04-17,Stationery,70.88
537233,CUST10129,2025-04-11,Electronics,826.56
537234,CUST10101,2025-04-24,Accessories,25.32
537235,CUST10075,2025-04-14,Holiday Items,156.96
537236,CUST10122,2025-04-03,Toys,54.09
537237,CUST10022,2025-04-09,Holiday Items,66.91
537238,CUST10034,2025-04-23,Gift Items,642.6
537239,CUST10102,2025-04-16,Toys,682.2
537240,CUST10135,2025-04-24,Electronics,273.76
537241,CUST10111,2025-04-25,Stationery,43.68
537242,CUST10109,2025-04-14,Stationery,31.44
537243,CUST10153,2025-04-12,Home Decor,149.28
537244,CUST10158,2025-04-12,Accessories,111.95
537245,CUST10210,2025-04-30,Electronics,162.75
537246,CUST10194,2025-04-05,Kitchen,332.12
537247,CUST10243,2025-04-08,Toys,178.8
537248,CUST10074,2025-04-27,Home Decor,313.74
537249,CUST10079,2025-04-04,Accessories,504.12
537250,CUST10190,2025-04-07,Furniture,51.7
537251,CUST10193,2025-04-17,Fashion,105.8
537252,CUST10037,2025-04-24,Home Decor,711.12
537253,CUST10135,2025-04-22,Home Decor,568.0
537254,CUST10052,2025-04-10,Toys,112.55
537255,CUST10242,2025-04-21,Home Decor,43.7
537256,CUST10170,2025-04-09,Stationery,96.34
537257,CUST10227,2025-04-28,Holiday Items,9.48
537258,CUST10182,2025-04-17,Kitchen,470.52
537259,CUST10137,2025-04-20,Kitchen,356.7
537260,CUST10144,2025-04-15,Home Decor,77.61
537261,CUST10079,2025-04-17,Stationery,31.57
537262,CUST10005,2025-04-06,Stationery,487.2
537263,CUST10061,2025-04-10,Furniture,265.56
537264,CUST10066,2025-04-21,Holiday Items,489.5
537265,CUST10058,2025-04-09,Gift Items,113.44
537266,CUST10036,2025-04-22,Kitchen,647.52
537267,CUST10157,2025-04-22,Electronics,509.44
537268,CUST10110,2025-04-05,Fashion,245.92
537269,CUST10053,2025-04-05,Gift Items,331.68
537270,CUST10221,2025-04-07,Gift Items,994.56
537271,CUST10135,2025-04-29,Gift Items,417.0
537272,CUST10038,2025-04-25,Toys,955.92
537273,CUST10137,2025-04-18,Kitchen,119.43
537274,CUST10038,2025-04-29,Home Decor,119.46
537275,CUST10247,2025-04-14,Holiday Items,635.52
537276,CUST10211,2025-04-30,Fashion,272.75
537277,CUST10034,2025-04-04,Gift Items,282.15
537278,CUST10158,2025-04-20,Fashion,92.09
537279,CUST10176,2025-04-08,Home Decor,290.28
537280,CUST10123,2025-04-25,Gift Items,71.04
537281,CUST10183,2025-04-16,Stationery,1223.04
537282,CUST10122,2025-04-16,Gift Items,307.89
537283,CUST10105,2025-04-02,Home Decor,75.63
537284,CUST10191,2025-04-08,Electronics,570.75
537285,CUST10245,2025-04-30,Accessories,41.08
537286,CUST10118,2025-04-28,Electronics,833.2
537287,CUST10156,2025-04-02,Holiday Items,400.56
537288,CUST10147,2025-04-24,Toys,292.86
537289,CUST10181,2025-04-29,Home Decor,770.52
537290,CUST10212,2025-04-15,Home Decor,184.08
537291,CUST10189,2025-04-13,Home Decor,253.8
537292,CUST10162,2025-04-25,Home Decor,576.24
537293,CUST10227,2025-04-13,Fashion,146.84
537294,CUST10076,2025-04-14,Toys,283.55
537295,CUST10037,2025-04-29,Accessories,83.57
537296,CUST10029,2025-04-17,Gift Items,131.3
537297,CUST10083,2025-04-14,Accessories,220.8
537298,CUST10230,2025-04-19,Electronics,23.52
537299,CUST10178,2025-04-11,Gift Items,131.0
537300,CUST10116,2025-04-23,Stationery,26.42
537301,CUST10187,2025-04-13,Furniture,128.1
537302,CUST10012,2025-04-13,Gift Items,140.97
537303,CUST10221,2025-04-22,Gift Items,413.7
537304,CUST10197,2025-04-06,Home Decor,313.77
537305,CUST10197,2025-04-24,Accessories,309.6
537306,CUST10231,2025-04-04,Gift Items,380.55
537307,CUST10065,2025-04-25,Home Decor,11.68
537308,CUST10140,2025-04-16,Home Decor,609.7
537309,CUST10169,2025-04-19,Accessories,304.5
537310,CUST10154,2025-04-03,Toys,506.9
537311,CUST10072,2025-04-18,Toys,31.25
537312,CUST10013,2025-04-07,Gift Items,1186.32
537313,CUST10010,2025-04-12,Gift Items,26.91
537314,CUST10155,2025-04-27,Fashion,80.87
537315,CUST10028,2025-04-02,Holiday Items,663.9
537316,CUST10157,2025-04-10,Toys,64.38
537317,CUST10192,2025-04-15,Toys,280.2
537318,CUST10197,2025-04-03,Fashion,671.7
