order_id,customer_id,orderDate,ProductType,OrderValue
539201,CUST10098,2025-09-22,Home Decor,1257.24
539202,CUST10165,2025-09-26,Kitchen,143.74
539203,CUST10062,2025-09-25,Stationery,32.6
539204,CUST10191,2025-09-23,Home Decor,786.4
539205,CUST10219,2025-09-15,Accessories,471.18
539206,CUST10209,2025-09-13,Holiday Items,82.56
539207,CUST10007,2025-09-06,Stationery,27.88
539208,CUST10206,2025-09-14,Home Decor,73.68
539209,CUST10092,2025-09-09,Stationery,1023.1
539210,CUST10071,2025-09-08,Accessories,701.4
539211,CUST10163,2025-09-23,Fashion,40.63
539212,CUST10222,2025-09-25,Furniture,81.3
539213,CUST10090,2025-09-25,Gift Items,537.18
539214,CUST10091,2025-09-11,Toys,1031.6
539215,CUST10248,2025-09-27,Electronics,1073.16
539216,CUST10235,2025-09-04,Kitchen,599.22
539217,CUST10164,2025-09-16,Gift Items,314.16
539218,CUST10182,2025-09-28,Accessories,210.0
539219,CUST10230,2025-09-15,Stationery,252.6
539220,CUST10005,2025-09-11,Kitchen,345.66
539221,CUST10130,2025-09-30,Furniture,283.48
539222,CUST10046,2025-09-18,Holiday Items,457.1
539223,CUST10183,2025-09-03,Toys,51.68
539224,CUST10184,2025-09-05,Stationery,821.04
539225,CUST10236,2025-09-05,Holiday Items,528.84
539226,CUST10209,2025-09-24,Fashion,203.58
539227,CUST10114,2025-09-08,Home Decor,81.1
539228,CUST10071,2025-09-22,Home Decor,267.56
539229,CUST10057,2025-09-23,Electronics,288.8
539230,CUST10056,2025-09-26,Gift Items,216.96
539231,CUST10220,2025-09-01,Toys,37.37
539232,CUST10143,2025-09-14,Furniture,1009.6
539233,CUST10133,2025-09-28,Toys,203.8
539234,CUST10231,2025-09-29,Holiday Items,609.6
539235,CUST10206,2025-09-12,Fashion,427.7
539236,CUST10237,2025-09-29,Electronics,368.0
539237,CUST10246,2025-09-03,Gift Items,395.94
539238,CUST10064,2025-09-23,Furniture,621.24
539239,CUST10201,2025-09-30,Furniture,41.55
539240,CUST10207,2025-09-04,Toys,654.0
539241,CUST10180,2025-09-23,Furniture,348.44
539242,CUST10215,2025-09-19,Home Decor,228.68
539243,CUST10152,2025-09-16,Holiday Items,752.1
539244,CUST10006,2025-09-06,Furniture,229.0
539245,CUST10230,2025-09-02,Stationery,681.8
539246,CUST10017,2025-09-05,Stationery,1044.4
539247,CUST10146,2025-09-09,Fashion,229.36
539248,CUST10111,2025-09-16,Gift Items,86.35
539249,CUST10080,2025-09-15,Furniture,222.32
539250,CUST10205,2025-09-19,Furniture,206.7
539251,CUST10175,2025-09-18,Toys,155.6
539252,CUST10014,2025-09-20,Stationery,623.22
539253,CUST10158,2025-09-03,Kitchen,187.04
539254,CUST10188,2025-09-06,Electronics,613.32
539255,CUST10195,2025-09-25,Gift Items,470.48
539256,CUST10127,2025-09-30,Kitchen,17.88
539257,CUST10147,2025-09-13,Holiday Items,77.82
539258,CUST10036,2025-09-16,Stationery,378.4
539259,CUST10046,2025-09-12,Holiday Items,41.28
539260,CUST10067,2025-09-06,Holiday Items,306.05
539261,CUST10163,2025-09-21,Kitchen,116.52
539262,CUST10135,2025-09-04,Fashion,333.48
539263,CUST10143,2025-09-02,Home Decor,105.82
539264,CUST10247,2025-09-01,Furniture,82.32
539265,CUST10079,2025-09-13,Home Decor,3.05
539266,CUST10049,2025-09-06,Toys,620.82
539267,CUST10250,2025-09-07,Stationery,238.6
539268,CUST10040,2025-09-30,Toys,209.94
539269,CUST10113,2025-09-29,Gift Items,419.64
539270,CUST10114,2025-09-27,Home Decor,239.88
539271,CUST10246,2025-09-29,Kitchen,112.4
539272,CUST10090,2025-09-04,Gift Items,561.85
539273,CUST10128,2025-09-04,Electronics,266.04
539274,CUST10087,2025-09-30,Accessories,359.07
539275,CUST10115,2025-09-26,Kitchen,1202.76
539276,CUST10094,2025-09-08,Gift Items,122.28
539277,CUST10049,2025-09-16,Holiday Items,461.4
539278,CUST10236,2025-09-30,Accessories,44.6
539279,CUST10170,2025-09-03,Stationery,204.22
539280,CUST10137,2025-09-23,Furniture,823.8
539281,CUST10052,2025-09-21,Fashion,731.52
539282,CUST10051,2025-09-25,Fashion,110.52
539283,CUST10022,2025-09-13,Accessories,400.0
539284,CUST10144,2025-09-11,Accessories,60.22
539285,CUST10198,2025-09-26,Fashion,307.52
539286,CUST10049,2025-09-02,Kitchen,64.49
539287,CUST10231,2025-09-24,Toys,536.6
539288,CUST10190,2025-09-11,Home Decor,274.44
539289,CUST10099,2025-09-10,Electronics,69.48
539290,CUST10211,2025-09-02,Holiday Items,694.74
539291,CUST10131,2025-09-06,Stationery,768.84
539292,CUST10118,2025-09-04,Gift Items,109.5
539293,CUST10183,2025-09-03,Electronics,344.84
539294,CUST10157,2025-09-21,Home Decor,267.9
539295,CUST10231,2025-09-07,Kitchen,110.85
539296,CUST10169,2025-09-08,Stationery,15.3
539297,CUST10059,2025-09-27,Stationery,355.44
539298,CUST10154,2025-09-05,Electronics,62.08
539299,CUST10175,2025-09-14,Toys,530.65
539300,CUST10168,2025-09-29,Fashion,132.85
539301,CUST10211,2025-09-14,Holiday Items,668.88
539302,CUST10049,2025-09-29,Accessories,281.44
539303,CUST10178,2025-09-21,Holiday Items,365.1
539304,CUST10033,2025-09-15,Electronics,84.28
539305,CUST10041,2025-09-04,Accessories,154.84
539306,CUST10043,2025-09-11,Fashion,48.08
539307,CUST10073,2025-09-10,Toys,287.68
539308,CUST10102,2025-09-04,Electronics,76.25
