order_id,customer_id,orderDate,ProductType,OrderValue
536801,CUST10085,2025-03-04,Electronics,167.68
536802,CUST10185,2025-03-18,Furniture,202.36
536803,CUST10061,2025-03-10,Kitchen,400.6
536804,CUST10216,2025-03-18,Accessories,48.67
536805,CUST10110,2025-03-01,Kitchen,26.7
536806,CUST10154,2025-03-21,Accessories,496.55
536807,CUST10044,2025-03-07,Fashion,55.6
536808,CUST10079,2025-03-04,Holiday Items,116.28
536809,CUST10068,2025-03-22,Kitchen,599.7
536810,CUST10227,2025-03-12,Holiday Items,576.36
536811,CUST10068,2025-03-02,Accessories,146.52
536812,CUST10069,2025-03-27,Toys,334.5
536813,CUST10171,2025-03-23,Kitchen,20.26
536814,CUST10139,2025-03-26,Holiday Items,162.02
536815,CUST10100,2025-03-27,Furniture,270.2
536816,CUST10222,2025-03-22,Accessories,927.68
536817,CUST10102,2025-03-03,Home Decor,233.84
536818,CUST10205,2025-03-17,Toys,835.44
536819,CUST10115,2025-03-25,Gift Items,49.89
536820,CUST10050,2025-03-26,Gift Items,350.19
536821,CUST10112,2025-03-22,Electronics,52.25
536822,CUST10082,2025-03-09,Kitchen,301.53
536823,CUST10142,2025-03-13,Stationery,96.2
536824,CUST10224,2025-03-30,Home Decor,317.8
536825,CUST10107,2025-03-04,Gift Items,1132.2
536826,CUST10195,2025-03-19,Kitchen,207.21
536827,CUST10202,2025-03-04,Fashion,137.24
536828,CUST10106,2025-03-29,Fashion,1271.04
536829,CUST10156,2025-03-19,Accessories,635.52
536830,CUST10037,2025-03-13,Toys,22.73
536831,CUST10226,2025-03-29,Stationery,56.48
536832,CUST10236,2025-03-16,Fashion,33.16
536833,CUST10204,2025-03-27,Fashion,29.28
536834,CUST10220,2025-03-16,Kitchen,177.2
536835,CUST10114,2025-03-24,Stationery,73.16
536836,CUST10166,2025-03-20,Kitchen,440.65
536837,CUST10211,2025-03-30,Holiday Items,217.6
536838,CUST10096,2025-03-28,Home Decor,917.4
536839,CUST10080,2025-03-03,Furniture,1146.0
536840,CUST10135,2025-03-28,Toys,147.52
536841,CUST10214,2025-03-29,Electronics,22.91
536842,CUST10013,2025-03-15,Stationery,31.82
536843,CUST10119,2025-03-27,Furniture,138.76
536844,CUST10175,2025-03-04,Home Decor,617.28
536845,CUST10115,2025-03-20,Gift Items,185.04
536846,CUST10089,2025-03-12,Gift Items,714.6
536847,CUST10024,2025-03-23,Fashion,452.5
536848,CUST10219,2025-03-06,Toys,47.92
536849,CUST10058,2025-03-21,Electronics,412.84
536850,CUST10006,2025-03-17,Home Decor,395.3
536851,CUST10045,2025-03-21,Toys,1096.0
536852,CUST10207,2025-03-20,Fashion,28.79
536853,CUST10219,2025-03-13,Stationery,261.5
536854,CUST10078,2025-03-15,Furniture,321.1
536855,CUST10131,2025-03-01,Stationery,569.44
536856,CUST10073,2025-03-20,Fashion,942.72
536857,CUST10071,2025-03-11,Stationery,118.2
536858,CUST10244,2025-03-23,Fashion,165.9
536859,CUST10062,2025-03-25,Home Decor,80.48
536860,CUST10036,2025-03-22,Home Decor,640.88
536861,CUST10233,2025-03-09,Holiday Items,1197.0
536862,CUST10150,2025-03-02,Toys,384.96
536863,CUST10057,2025-03-23,Furniture,171.28
536864,CUST10092,2025-03-22,Furniture,1090.2
536865,CUST10169,2025-03-27,Furniture,509.2
536866,CUST10033,2025-03-16,Fashion,111.06
536867,CUST10243,2025-03-06,Stationery,1105.68
536868,CUST10191,2025-03-08,Fashion,57.22
536869,CUST10096,2025-03-11,Fashion,760.8
536870,CUST10121,2025-03-04,Home Decor,284.95
536871,CUST10129,2025-03-07,Kitchen,115.98
536872,CUST10014,2025-03-14,Gift Items,518.08
536873,CUST10105,2025-03-11,Toys,357.3
536874,CUST10184,2025-03-28,Gift Items,193.3
536875,CUST10046,2025-03-21,Stationery,119.58
536876,CUST10054,2025-03-09,Gift Items,3.05
536877,CUST10200,2025-03-25,Kitchen,180.09
536878,CUST10110,2025-03-21,Holiday Items,224.1
536879,CUST10002,2025-03-13,Home Decor,927.44
536880,CUST10244,2025-03-12,Home Decor,311.16
536881,CUST10049,2025-03-17,Home Decor,548.58
536882,CUST10058,2025-03-08,Stationery,76.14
536883,CUST10129,2025-03-13,Toys,88.25
536884,CUST10012,2025-03-27,Fashion,110.6
536885,CUST10153,2025-03-17,Furniture,280.35
536886,CUST10035,2025-03-22,Stationery,320.76
536887,CUST10043,2025-03-07,Holiday Items,447.1
536888,CUST10034,2025-03-24,Electronics,29.34
536889,CUST10032,2025-03-06,Stationery,71.79
536890,CUST10066,2025-03-21,Furniture,46.59
536891,CUST10170,2025-03-02,Kitchen,72.29
536892,CUST10107,2025-03-04,Accessories,8.17
536893,CUST10122,2025-03-09,Gift Items,136.16
536894,CUST10003,2025-03-21,Fashion,336.76
536895,CUST10134,2025-03-22,Fashion,642.0
536896,CUST10027,2025-03-29,Furniture,155.13
536897,CUST10028,2025-03-26,Accessories,71.44
536898,CUST10068,2025-03-25,Furniture,296.24
536899,CUST10076,2025-03-14,Gift Items,178.24
536900,CUST10054,2025-03-30,Accessories,66.91
536901,CUST10172,2025-03-01,Kitchen,180.3
536902,CUST10127,2025-03-22,Gift Items,201.28
536903,CUST10186,2025-03-03,Kitchen,188.18
536904,CUST10076,2025-03-15,Fashion,391.05
536905,CUST10045,2025-03-27,Home Decor,83.8
536906,CUST10081,2025-03-22,Holiday Items,224.15
536907,CUST10228,2025-03-25,Home Decor,27.32
536908,CUST10166,2025-03-22,Gift Items,102.61
536909,CUST10245,2025-03-15,Toys,267.06
536910,CUST10096,2025-03-03,Stationery,528.6
536911,CUST10247,2025-03-13,Accessories,47.64
536912,CUST10218,2025-03-23,Accessories,503.5
536913,CUST10043,2025-03-26,Kitchen,629.92
536914,CUST10242,2025-03-02,Gift Items,252.9
536915,CUST10124,2025-03-19,Toys,102.76
536916,CUST10200,2025-03-13,Stationery,238.0
536917,CUST10215,2025-03-29,Gift Items,103.85
536918,CUST10228,2025-03-04,Holiday Items,1106.5
536919,CUST10168,2025-03-09,Stationery,79.0
536920,CUST10135,2025-03-22,Toys,85.29
536921,CUST10224,2025-03-22,Stationery,469.6
536922,CUST10159,2025-03-23,Kitchen,767.52
536923,CUST10124,2025-03-08,Stationery,642.0
536924,CUST10143,2025-03-27,Toys,159.76
