order_id,customer_id,orderDate,ProductType,OrderValue
540001,CUST10249,2025-11-14,Home Decor,112.44
540002,CUST10080,2025-11-07,Furniture,229.3
540003,CUST10084,2025-11-08,Toys,254.4
540004,CUST10244,2025-11-29,Furniture,473.4
540005,CUST10194,2025-11-18,Home Decor,239.19
540006,CUST10089,2025-11-29,Holiday Items,498.95
540007,CUST10178,2025-11-29,Toys,235.68
540008,CUST10206,2025-11-18,Gift Items,340.88
540009,CUST10140,2025-11-12,Gift Items,575.12
540010,CUST10201,2025-11-03,Furniture,641.28
540011,CUST10105,2025-11-12,Kitchen,558.56
540012,CUST10208,2025-11-16,Holiday Items,17.0
540013,CUST10226,2025-11-22,Gift Items,162.92
540014,CUST10147,2025-11-11,Stationery,389.4
540015,CUST10199,2025-11-07,Fashion,64.2
540016,CUST10151,2025-11-08,Fashion,528.96
540017,CUST10011,2025-11-29,Home Decor,413.4
540018,CUST10001,2025-11-08,Home Decor,176.13
540019,CUST10233,2025-11-13,Holiday Items,642.24
540020,CUST10214,2025-11-04,Holiday Items,239.64
540021,CUST10172,2025-11-03,Electronics,314.88
540022,CUST10219,2025-11-27,Home Decor,595.62
540023,CUST10136,2025-11-13,Home Decor,113.58
540024,CUST10156,2025-11-21,Kitchen,59.55
540025,CUST10199,2025-11-14,Gift Items,53.28
540026,CUST10244,2025-11-19,Accessories,306.24
540027,CUST10187,2025-11-02,Stationery,609.36
540028,CUST10005,2025-11-09,Accessories,309.64
540029,CUST10101,2025-11-10,Gift Items,545.2
540030,CUST10227,2025-11-15,Gift Items,86.43
540031,CUST10172,2025-11-14,Gift Items,737.2
540032,CUST10205,2025-11-18,Kitchen,128.94
540033,CUST10122,2025-11-27,Holiday Items,876.9
540034,CUST10180,2025-11-19,Toys,117.88
540035,CUST10006,2025-11-09,Holiday Items,185.74
540036,CUST10018,2025-11-09,Electronics,981.24
540037,CUST10023,2025-11-08,Gift Items,105.24
540038,CUST10044,2025-11-30,Electronics,267.3
540039,CUST10028,2025-11-13,Accessories,660.66
540040,CUST10003,2025-11-15,Electronics,1337.28
540041,CUST10155,2025-11-03,Gift Items,246.51
540042,CUST10193,2025-11-08,Holiday Items,47.13
540043,CUST10082,2025-11-22,Gift Items,397.84
540044,CUST10250,2025-11-19,Stationery,607.5
540045,CUST10115,2025-11-07,Kitchen,134.0
540046,CUST10152,2025-11-09,Home Decor,448.44
540047,CUST10013,2025-11-11,Gift Items,312.27
540048,CUST10250,2025-11-02,Kitchen,296.4
540049,CUST10061,2025-11-02,Accessories,278.88
540050,CUST10027,2025-11-27,Holiday Items,330.56
540051,CUST10037,2025-11-30,Accessories,652.7
540052,CUST10235,2025-11-06,Gift Items,809.0
540053,CUST10164,2025-11-06,Kitchen,8.3
540054,CUST10138,2025-11-19,Gift Items,1075.8
540055,CUST10133,2025-11-09,Holiday Items,152.64
540056,CUST10189,2025-11-11,Accessories,209.31
540057,CUST10222,2025-11-14,Electronics,299.8
540058,CUST10218,2025-11-04,Furniture,372.72
540059,CUST10105,2025-11-11,Home Decor,199.08
540060,CUST10116,2025-11-25,Home Decor,176.4
540061,CUST10140,2025-11-19,Holiday Items,948.1
540062,CUST10117,2025-11-04,Accessories,659.92
540063,CUST10061,2025-11-16,Holiday Items,49.81
540064,CUST10221,2025-11-05,Home Decor,1129.68
540065,CUST10139,2025-11-13,Gift Items,553.98
540066,CUST10047,2025-11-06,Electronics,159.84
540067,CUST10023,2025-11-06,Holiday Items,246.18
540068,CUST10139,2025-11-11,Accessories,25.44
540069,CUST10146,2025-11-13,Gift Items,166.38
540070,CUST10240,2025-11-25,Gift Items,127.86
540071,CUST10084,2025-11-05,Toys,235.7
540072,CUST10153,2025-11-25,Home Decor,930.8
540073,CUST10175,2025-11-25,Fashion,862.8
540074,CUST10139,2025-11-20,Fashion,212.08
540075,CUST10033,2025-11-06,Home Decor,1254.0
540076,CUST10178,2025-11-20,Electronics,577.86
540077,CUST10154,2025-11-24,Fashion,640.8
540078,CUST10034,2025-11-21,Fashion,1396.44
540079,CUST10132,2025-11-20,Furniture,611.52
540080,CUST10089,2025-11-10,Accessories,157.1
540081,CUST10193,2025-11-26,Home Decor,745.68
540082,CUST10046,2025-11-30,Electronics,132.7
540083,CUST10123,2025-11-13,Electronics,596.28
540084,CUST10048,2025-11-22,Home Decor,1114.44
540085,CUST10020,2025-11-25,Toys,348.0
540086,CUST10250,2025-11-22,Accessories,174.06
540087,CUST10099,2025-11-16,Furniture,742.3
540088,CUST10235,2025-11-19,Holiday Items,309.6
540089,CUST10040,2025-11-28,Gift Items,731.04
540090,CUST10127,2025-11-07,Home Decor,378.84
540091,CUST10001,2025-11-17,Holiday Items,478.68
540092,CUST10061,2025-11-26,Stationery,248.01
540093,CUST10008,2025-11-29,Stationery,84.22
540094,CUST10085,2025-11-20,Accessories,378.08
540095,CUST10043,2025-11-04,Fashion,6.1
540096,CUST10088,2025-11-24,Stationery,278.04
540097,CUST10135,2025-11-30,Holiday Items,160.1
540098,CUST10036,2025-11-07,Stationery,722.5
540099,CUST10163,2025-11-08,Gift Items,121.6
540100,CUST10069,2025-11-28,Holiday Items,1072.44
540101,CUST10140,2025-11-07,Toys,417.16
540102,CUST10067,2025-11-06,Kitchen,84.94
540103,CUST10087,2025-11-25,Accessories,146.58
540104,CUST10100,2025-11-11,Gift Items,329.67
540105,CUST10057,2025-11-19,Electronics,149.79
540106,CUST10176,2025-11-26,Stationery,388.44
540107,CUST10028,2025-11-17,Furniture,57.54
540108,CUST10244,2025-11-01,Accessories,367.04
540109,CUST10244,2025-11-13,Furniture,400.56
540110,CUST10194,2025-11-11,Accessories,26.04
540111,CUST10002,2025-11-08,Electronics,497.1
540112,CUST10225,2025-11-04,Furniture,381.55
540113,CUST10234,2025-11-04,Accessories,222.68
