order_id,customer_id,orderDate,ProductType,OrderValue
539601,CUST10209,2025-10-13,Furniture,64.34
539602,CUST10208,2025-10-07,Fashion,23.04
539603,CUST10150,2025-10-18,Fashion,559.3
539604,CUST10069,2025-10-07,Home Decor,830.16
539605,CUST10153,2025-10-16,Kitchen,610.4
539606,CUST10031,2025-10-11,Gift Items,538.7
539607,CUST10206,2025-10-25,Home Decor,50.82
539608,CUST10028,2025-10-09,Furniture,102.04
539609,CUST10025,2025-10-26,Holiday Items,408.48
539610,CUST10146,2025-10-22,Home Decor,28.76
539611,CUST10185,2025-10-20,Fashion,15.59
539612,CUST10057,2025-10-08,Toys,265.0
539613,CUST10216,2025-10-12,Electronics,557.6
539614,CUST10082,2025-10-19,Electronics,15.6
539615,CUST10099,2025-10-27,Electronics,291.51
539616,CUST10024,2025-10-06,Toys,898.92
539617,CUST10025,2025-10-04,Electronics,488.1
539618,CUST10157,2025-10-15,Gift Items,227.68
539619,CUST10028,2025-10-09,Home Decor,330.96
539620,CUST10149,2025-10-14,Toys,325.44
539621,CUST10026,2025-10-08,Kitchen,439.36
539622,CUST10039,2025-10-15,Holiday Items,689.68
539623,CUST10070,2025-10-25,Electronics,41.68
539624,CUST10135,2025-10-29,Stationery,538.1
539625,CUST10158,2025-10-17,Holiday Items,29.58
539626,CUST10037,2025-10-12,Kitchen,737.7
539627,CUST10054,2025-10-13,Electronics,178.24
539628,CUST10064,2025-10-09,Fashion,264.06
539629,CUST10121,2025-10-29,Home Decor,188.32
539630,CUST10116,2025-10-03,Home Decor,313.36
539631,CUST10098,2025-10-12,Home Decor,557.36
539632,CUST10233,2025-10-15,Holiday Items,537.6
539633,CUST10059,2025-10-12,Fashion,107.78
539634,CUST10123,2025-10-09,Gift Items,657.66
539635,CUST10166,2025-10-19,Furniture,84.75
539636,CUST10010,2025-10-28,Holiday Items,1172.28
539637,CUST10024,2025-10-08,Gift Items,48.84
539638,CUST10013,2025-10-18,Fashion,149.64
539639,CUST10116,2025-10-09,Gift Items,128.44
539640,CUST10072,2025-10-14,Gift Items,95.7
539641,CUST10134,2025-10-06,Kitchen,202.44
539642,CUST10014,2025-10-20,Toys,419.76
539643,CUST10242,2025-10-16,Holiday Items,109.11
539644,CUST10247,2025-10-26,Electronics,90.78
539645,CUST10069,2025-10-04,Gift Items,20.84
539646,CUST10142,2025-10-15,Stationery,205.08
539647,CUST10048,2025-10-30,Electronics,61.32
539648,CUST10197,2025-10-06,Fashion,40.74
539649,CUST10130,2025-10-17,Home Decor,1176.72
539650,CUST10121,2025-10-02,Gift Items,146.88
539651,CUST10214,2025-10-20,Stationery,92.79
539652,CUST10045,2025-10-15,Kitchen,284.15
539653,CUST10194,2025-10-20,Home Decor,86.2
539654,CUST10001,2025-10-05,Fashion,235.98
539655,CUST10174,2025-10-16,Holiday Items,646.4
539656,CUST10228,2025-10-13,Furniture,793.44
539657,CUST10091,2025-10-17,Toys,1155.5
539658,CUST10240,2025-10-17,Holiday Items,726.56
539659,CUST10033,2025-10-16,Home Decor,184.86
539660,CUST10216,2025-10-12,Fashion,44.52
539661,CUST10098,2025-10-14,Holiday Items,147.04
539662,CUST10125,2025-10-11,Electronics,232.0
539663,CUST10164,2025-10-25,Gift Items,27.83
539664,CUST10195,2025-10-26,Gift Items,1041.6
539665,CUST10005,2025-10-05,Electronics,245.35
539666,CUST10120,2025-10-13,Accessories,322.2
539667,CUST10034,2025-10-15,Holiday Items,637.08
539668,CUST10230,2025-10-05,Kitchen,31.33
539669,CUST10120,2025-10-12,Holiday Items,232.25
539670,CUST10091,2025-10-10,Furniture,93.44
539671,CUST10223,2025-10-30,Accessories,702.72
539672,CUST10080,2025-10-07,Furniture,87.84
539673,CUST10038,2025-10-04,Furniture,11.4
539674,CUST10056,2025-10-17,Furniture,47.7
539675,CUST10086,2025-10-13,Toys,32.04
539676,CUST10073,2025-10-11,Stationery,432.6
539677,CUST10032,2025-10-19,Accessories,96.64
539678,CUST10010,2025-10-17,Furniture,534.3
539679,CUST10239,2025-10-05,Holiday Items,124.92
539680,CUST10188,2025-10-15,Fashion,480.72
539681,CUST10051,2025-10-30,Kitchen,57.63
539682,CUST10011,2025-10-08,Home Decor,279.2
539683,CUST10050,2025-10-05,Holiday Items,19.6
539684,CUST10227,2025-10-27,Gift Items,206.28
539685,CUST10235,2025-10-09,Electronics,534.24
539686,CUST10220,2025-10-06,Home Decor,118.95
539687,CUST10017,2025-10-26,Electronics,439.75
