order_id,customer_id,orderDate,ProductType,OrderValue
536401,CUST10218,2025-02-05,Toys,343.35
536402,CUST10061,2025-02-03,Stationery,65.9
536403,CUST10009,2025-02-19,Toys,284.94
536404,CUST10096,2025-02-12,Accessories,246.87
536405,CUST10094,2025-02-17,Holiday Items,139.88
536406,CUST10246,2025-02-08,Kitchen,472.92
536407,CUST10133,2025-02-16,Holiday Items,88.94
536408,CUST10067,2025-02-25,Accessories,196.08
536409,CUST10178,2025-02-10,Accessories,478.28
536410,CUST10019,2025-02-28,Accessories,67.64
536411,CUST10023,2025-02-15,Stationery,324.27
536412,CUST10139,2025-02-18,Fashion,515.22
536413,CUST10182,2025-02-23,Gift Items,512.7
536414,CUST10052,2025-02-04,Gift Items,373.68
536415,CUST10093,2025-02-01,Furniture,381.48
536416,CUST10034,2025-02-18,Toys,344.52
536417,CUST10184,2025-02-13,Accessories,20.46
536418,CUST10211,2025-02-14,Toys,609.24
536419,CUST10165,2025-02-11,Kitchen,34.46
536420,CUST10089,2025-02-17,Gift Items,572.4
536421,CUST10197,2025-02-06,Gift Items,932.16
536422,CUST10015,2025-02-28,Kitchen,492.72
536423,CUST10042,2025-02-06,Stationery,245.76
536424,CUST10230,2025-02-17,Fashion,172.64
536425,CUST10245,2025-02-21,Furniture,63.9
536426,CUST10158,2025-02-10,Furniture,86.05
536427,CUST10152,2025-02-06,Toys,123.1
536428,CUST10185,2025-02-20,Toys,67.86
536429,CUST10011,2025-02-19,Home Decor,609.0
536430,CUST10198,2025-02-21,Toys,15.68
536431,CUST10147,2025-02-25,Holiday Items,395.05
536432,CUST10140,2025-02-21,Fashion,61.02
536433,CUST10207,2025-02-26,Holiday Items,296.25
536434,CUST10016,2025-02-23,Gift Items,278.95
536435,CUST10053,2025-02-15,Stationery,513.4
536436,CUST10082,2025-02-23,Stationery,117.69
536437,CUST10132,2025-02-12,Furniture,142.96
536438,CUST10032,2025-02-15,Fashion,80.0
536439,CUST10013,2025-02-04,Fashion,316.3
536440,CUST10064,2025-02-14,Gift Items,832.32
536441,CUST10081,2025-02-24,Electronics,673.32
536442,CUST10120,2025-02-17,Accessories,183.15
536443,CUST10242,2025-02-03,Holiday Items,304.7
536444,CUST10056,2025-02-08,Toys,674.64
536445,CUST10127,2025-02-10,Toys,49.32
536446,CUST10217,2025-02-01,Kitchen,360.8
536447,CUST10187,2025-02-09,Stationery,145.92
536448,CUST10014,2025-02-13,Toys,364.0
536449,CUST10074,2025-02-18,Kitchen,304.44
536450,CUST10141,2025-02-25,Fashion,494.0
536451,CUST10101,2025-02-04,Stationery,35.24
536452,CUST10194,2025-02-12,Gift Items,408.3
536453,CUST10129,2025-02-13,Home Decor,293.16
536454,CUST10086,2025-02-23,Accessories,7.07
536455,CUST10229,2025-02-20,Furniture,674.4
536456,CUST10082,2025-02-20,Gift Items,123.12
536457,CUST10216,2025-02-24,Fashion,951.2
536458,CUST10137,2025-02-17,Accessories,372.66
