order_id,customer_id,orderDate,ProductType,OrderValue
536001,CUST10063,2025-01-09,Electronics,10.88
536002,CUST10190,2025-01-22,Furniture,267.12
536003,CUST10008,2025-01-02,Kitchen,143.76
536004,CUST10007,2025-01-20,Furniture,119.36
536005,CUST10140,2025-01-23,Holiday Items,346.52
536006,CUST10208,2025-01-09,Home Decor,221.12
536007,CUST10072,2025-01-11,Gift Items,253.59
536008,CUST10027,2025-01-11,Kitchen,459.88
536009,CUST10089,2025-01-28,Toys,110.88
536010,CUST10118,2025-01-24,Furniture,486.7
536011,CUST10021,2025-01-13,Furniture,233.68
536012,CUST10227,2025-01-20,Stationery,499.8
536013,CUST10170,2025-01-02,Electronics,341.16
536014,CUST10060,2025-01-28,Kitchen,591.3
536015,CUST10214,2025-01-21,Stationery,281.28
536016,CUST10172,2025-01-07,Fashion,138.0
536017,CUST10137,2025-01-06,Electronics,148.14
536018,CUST10237,2025-01-09,Furniture,170.46
536019,CUST10197,2025-01-27,Home Decor,331.76
536020,CUST10081,2025-01-26,Holiday Items,396.24
536021,CUST10242,2025-01-30,Toys,51.4
536022,CUST10102,2025-01-16,Accessories,164.88
536023,CUST10191,2025-01-08,Furniture,100.86
536024,CUST10110,2025-01-19,Toys,400.44
536025,CUST10131,2025-01-05,Accessories,360.24
536026,CUST10029,2025-01-28,Gift Items,182.6
536027,CUST10153,2025-01-14,Kitchen,286.71
536028,CUST10136,2025-01-15,Fashion,378.72
536029,CUST10175,2025-01-01,Kitchen,1243.68
536030,CUST10165,2025-01-25,Stationery,1088.76
536031,CUST10117,2025-01-06,Home Decor,73.98
536032,CUST10046,2025-01-25,Furniture,583.5
536033,CUST10216,2025-01-10,Furniture,209.58
536034,CUST10042,2025-01-25,Furniture,81.84
536035,CUST10083,2025-01-20,Accessories,1325.04
536036,CUST10225,2025-01-12,Fashion,15.64
536037,CUST10146,2025-01-29,Kitchen,37.24
536038,CUST10018,2025-01-27,Furniture,177.0
536039,CUST10243,2025-01-16,Furniture,52.77
536040,CUST10156,2025-01-28,Holiday Items,100.92
536041,CUST10187,2025-01-25,Electronics,446.6
536042,CUST10167,2025-01-22,Stationery,246.9
536043,CUST10031,2025-01-15,Electronics,1082.0
536044,CUST10151,2025-01-01,Furniture,40.08
536045,CUST10019,2025-01-01,Home Decor,286.56
536046,CUST10221,2025-01-02,Stationery,41.68
536047,CUST10172,2025-01-09,Accessories,125.82
536048,CUST10240,2025-01-24,Toys,263.44
536049,CUST10207,2025-01-16,Holiday Items,310.5
536050,CUST10111,2025-01-22,Stationery,54.32
536051,CUST10187,2025-01-28,Home Decor,406.4
536052,CUST10087,2025-01-24,Kitchen,19.24
536053,CUST10115,2025-01-18,Gift Items,100.04
536054,CUST10064,2025-01-15,Kitchen,192.48
536055,CUST10141,2025-01-28,Kitchen,974.4
536056,CUST10215,2025-01-18,Home Decor,79.13
536057,CUST10061,2025-01-28,Gift Items,222.7
536058,CUST10222,2025-01-07,Holiday Items,476.48
536059,CUST10100,2025-01-01,Fashion,21.84
