order_id,customer_id,orderDate,ProductType,OrderValue
538401,CUST10087,2025-07-05,Fashion,330.48
538402,CUST10011,2025-07-14,Holiday Items,454.56
538403,CUST10156,2025-07-20,Kitchen,108.16
538404,CUST10025,2025-07-16,Home Decor,207.33
538405,CUST10141,2025-07-10,Kitchen,277.62
538406,CUST10044,2025-07-11,Fashion,135.6
538407,CUST10094,2025-07-19,Stationery,31.53
538408,CUST10198,2025-07-23,Accessories,21.72
538409,CUST10196,2025-07-09,Accessories,591.85
538410,CUST10125,2025-07-19,Home Decor,338.79
538411,CUST10105,2025-07-13,Toys,620.58
538412,CUST10217,2025-07-17,Toys,162.9
538413,CUST10106,2025-07-22,Furniture,278.46
538414,CUST10175,2025-07-29,Home Decor,333.8
538415,CUST10180,2025-07-08,Furniture,89.57
538416,CUST10075,2025-07-04,Holiday Items,20.66
538417,CUST10019,2025-07-28,Electronics,208.47
538418,CUST10024,2025-07-22,Stationery,841.68
538419,CUST10231,2025-07-18,Accessories,575.5
538420,CUST10028,2025-07-24,Holiday Items,25.16
538421,CUST10017,2025-07-11,Stationery,207.52
538422,CUST10055,2025-07-16,Accessories,717.48
538423,CUST10140,2025-07-02,Gift Items,70.42
538424,CUST10082,2025-07-07,Toys,196.0
538425,CUST10098,2025-07-25,Home Decor,118.57
538426,CUST10055,2025-07-16,Home Decor,571.62
538427,CUST10176,2025-07-25,Holiday Items,417.96
538428,CUST10022,2025-07-06,Gift Items,160.6
538429,CUST10077,2025-07-03,Accessories,69.36
538430,CUST10229,2025-07-22,Fashion,513.28
538431,CUST10230,2025-07-03,Holiday Items,300.27
538432,CUST10043,2025-07-10,Electronics,694.2
538433,CUST10122,2025-07-16,Furniture,679.08
538434,CUST10091,2025-07-14,Toys,347.88
538435,CUST10201,2025-07-18,Toys,793.6
538436,CUST10149,2025-07-22,Toys,46.56
538437,CUST10241,2025-07-27,Stationery,121.62
538438,CUST10240,2025-07-15,Gift Items,20.18
538439,CUST10203,2025-07-04,Holiday Items,1040.6
538440,CUST10116,2025-07-01,Gift Items,318.4
538441,CUST10025,2025-07-19,Home Decor,775.7
538442,CUST10108,2025-07-07,Furniture,360.48
538443,CUST10090,2025-07-07,Electronics,219.33
538444,CUST10245,2025-07-19,Home Decor,466.72
538445,CUST10078,2025-07-01,Fashion,588.72
538446,CUST10180,2025-07-04,Accessories,1184.88
538447,CUST10091,2025-07-12,Furniture,511.5
538448,CUST10086,2025-07-25,Kitchen,511.76
538449,CUST10046,2025-07-12,Furniture,169.23
538450,CUST10073,2025-07-13,Holiday Items,198.81
538451,CUST10232,2025-07-30,Kitchen,425.0
538452,CUST10023,2025-07-04,Home Decor,194.4
538453,CUST10193,2025-07-24,Toys,117.44
538454,CUST10129,2025-07-15,Toys,170.52
538455,CUST10108,2025-07-28,Electronics,80.96
538456,CUST10098,2025-07-18,Kitchen,375.12
538457,CUST10090,2025-07-04,Accessories,412.48
538458,CUST10181,2025-07-21,Holiday Items,873.52
538459,CUST10058,2025-07-26,Furniture,112.9
538460,CUST10068,2025-07-22,Fashion,169.7
538461,CUST10231,2025-07-01,Holiday Items,652.88
538462,CUST10203,2025-07-05,Stationery,4.32
538463,CUST10082,2025-07-20,Stationery,1186.2
538464,CUST10062,2025-07-14,Furniture,345.6
538465,CUST10101,2025-07-21,Home Decor,201.12
538466,CUST10100,2025-07-21,Gift Items,141.12
538467,CUST10041,2025-07-17,Holiday Items,869.92
538468,CUST10033,2025-07-26,Furniture,56.8
538469,CUST10101,2025-07-26,Fashion,153.38
538470,CUST10053,2025-07-11,Kitchen,254.28
538471,CUST10161,2025-07-01,Toys,11.02
538472,CUST10140,2025-07-23,Kitchen,17.31
538473,CUST10034,2025-07-24,Accessories,43.76
538474,CUST10230,2025-07-21,Electronics,146.52
538475,CUST10063,2025-07-27,Holiday Items,126.35
538476,CUST10022,2025-07-09,Gift Items,399.8
538477,CUST10222,2025-07-19,Kitchen,77.51
538478,CUST10032,2025-07-20,Kitchen,112.9
538479,CUST10047,2025-07-29,Kitchen,107.07
538480,CUST10234,2025-07-12,Electronics,121.14
538481,CUST10006,2025-07-26,Holiday Items,114.64
538482,CUST10020,2025-07-21,Electronics,119.34
538483,CUST10163,2025-07-11,Accessories,372.72
538484,CUST10232,2025-07-01,Gift Items,70.89
538485,CUST10089,2025-07-11,Accessories,16.27
538486,CUST10190,2025-07-17,Fashion,37.08
538487,CUST10138,2025-07-01,Home Decor,50.32
538488,CUST10056,2025-07-05,Stationery,751.56
538489,CUST10084,2025-07-01,Gift Items,216.16
538490,CUST10241,2025-07-23,Gift Items,49.2
538491,CUST10245,2025-07-07,Kitchen,173.3
538492,CUST10076,2025-07-21,Accessories,514.2
538493,CUST10237,2025-07-13,Electronics,537.4
538494,CUST10217,2025-07-22,Fashion,114.1
538495,CUST10197,2025-07-26,Toys,116.72
538496,CUST10245,2025-07-07,Accessories,109.8
538497,CUST10153,2025-07-14,Fashion,849.92
538498,CUST10099,2025-07-20,Holiday Items,454.14
538499,CUST10230,2025-07-12,Kitchen,276.56
538500,CUST10246,2025-07-02,Furniture,221.5
538501,CUST10155,2025-07-10,Furniture,357.3
538502,CUST10047,2025-07-04,Stationery,295.8
538503,CUST10063,2025-07-12,Kitchen,763.44
538504,CUST10038,2025-07-12,Stationery,318.76
538505,CUST10003,2025-07-23,Stationery,7.26
538506,CUST10083,2025-07-26,Electronics,228.72
538507,CUST10155,2025-07-10,Electronics,123.36
538508,CUST10072,2025-07-18,Toys,336.6
538509,CUST10108,2025-07-21,Holiday Items,139.88
538510,CUST10051,2025-07-07,Home Decor,588.42
538511,CUST10108,2025-07-09,Kitchen,610.9
538512,CUST10084,2025-07-20,Toys,111.4
538513,CUST10073,2025-07-01,Home Decor,242.24
538514,CUST10034,2025-07-10,Holiday Items,109.62
538515,CUST10136,2025-07-30,Home Decor,107.76
538516,CUST10121,2025-07-03,Kitchen,469.56
538517,CUST10082,2025-07-09,Stationery,699.84
538518,CUST10081,2025-07-25,Accessories,94.96
538519,CUST10117,2025-07-23,Accessories,48.72
538520,CUST10027,2025-07-20,Home Decor,203.12
538521,CUST10036,2025-07-01,Kitchen,32.48
538522,CUST10112,2025-07-24,Electronics,622.26
538523,CUST10231,2025-07-24,Stationery,38.52
538524,CUST10177,2025-07-30,Home Decor,1425.24
538525,CUST10029,2025-07-02,Home Decor,531.45
538526,CUST10177,2025-07-11,Toys,56.6
538527,CUST10237,2025-07-06,Gift Items,273.68
538528,CUST10221,2025-07-11,Gift Items,165.9
538529,CUST10032,2025-07-22,Furniture,618.72
538530,CUST10170,2025-07-16,Accessories,369.12
538531,CUST10124,2025-07-24,Electronics,201.6
538532,CUST10183,2025-07-10,Kitchen,67.0
538533,CUST10063,2025-07-28,Electronics,408.78
538534,CUST10016,2025-07-16,Electronics,22.66
538535,CUST10210,2025-07-15,Holiday Items,81.28
538536,CUST10054,2025-07-11,Toys,239.2
538537,CUST10195,2025-07-11,Fashion,754.68
538538,CUST10130,2025-07-28,Kitchen,795.0
538539,CUST10099,2025-07-12,Accessories,84.63
538540,CUST10049,2025-07-13,Kitchen,316.2
538541,CUST10079,2025-07-22,Toys,261.05
538542,CUST10028,2025-07-29,Kitchen,39.62
538543,CUST10048,2025-07-15,Fashion,17.8
538544,CUST10116,2025-07-17,Stationery,58.46
538545,CUST10022,2025-07-18,Stationery,82.0
538546,CUST10129,2025-07-13,Holiday Items,219.36
538547,CUST10070,2025-07-15,Stationery,500.52
538548,CUST10188,2025-07-13,Holiday Items,16.54
538549,CUST10046,2025-07-13,Toys,148.2
538550,CUST10133,2025-07-16,Holiday Items,323.6
538551,CUST10064,2025-07-21,Kitchen,165.08
538552,CUST10010,2025-07-29,Toys,64.12
538553,CUST10026,2025-07-18,Fashion,152.8
538554,CUST10184,2025-07-23,Holiday Items,424.84
538555,CUST10188,2025-07-08,Fashion,389.28
538556,CUST10053,2025-07-26,Stationery,266.7
538557,CUST10188,2025-07-10,Home Decor,427.2
538558,CUST10180,2025-07-30,Toys,48.5
538559,CUST10233,2025-07-28,Electronics,893.4
538560,CUST10043,2025-07-03,Gift Items,118.59
538561,CUST10247,2025-07-05,Home Decor,649.38
538562,CUST10046,2025-07-01,Fashion,527.8
538563,CUST10219,2025-07-25,Home Decor,45.12
538564,CUST10001,2025-07-19,Accessories,698.52
538565,CUST10210,2025-07-02,Home Decor,232.12
538566,CUST10129,2025-07-17,Gift Items,503.25
538567,CUST10078,2025-07-04,Stationery,280.77
538568,CUST10140,2025-07-12,Fashion,601.5
538569,CUST10004,2025-07-15,Stationery,322.9
538570,CUST10133,2025-07-29,Toys,429.7
538571,CUST10133,2025-07-22,Home Decor,157.5
538572,CUST10057,2025-07-28,Gift Items,352.47
538573,CUST10148,2025-07-08,Holiday Items,366.0
538574,CUST10050,2025-07-03,Holiday Items,160.44
538575,CUST10161,2025-07-29,Furniture,231.88
538576,CUST10135,2025-07-29,Gift Items,1185.1
538577,CUST10228,2025-07-12,Stationery,547.3
538578,CUST10080,2025-07-09,Electronics,573.76
538579,CUST10088,2025-07-23,Toys,70.59
538580,CUST10146,2025-07-15,Stationery,106.86
538581,CUST10128,2025-07-01,Gift Items,77.25
538582,CUST10248,2025-07-17,Fashion,825.1
538583,CUST10125,2025-07-10,Fashion,966.72
538584,CUST10117,2025-07-01,Home Decor,192.94
538585,CUST10032,2025-07-19,Home Decor,143.0
538586,CUST10091,2025-07-14,Home Decor,384.3
538587,CUST10225,2025-07-12,Fashion,32.04
538588,CUST10144,2025-07-25,Gift Items,968.16
538589,CUST10188,2025-07-05,Electronics,172.6
538590,CUST10075,2025-07-03,Electronics,570.08
538591,CUST10064,2025-07-12,Holiday Items,58.1
538592,CUST10026,2025-07-29,Fashion,395.2
538593,CUST10145,2025-07-06,Holiday Items,363.25
538594,CUST10175,2025-07-05,Electronics,582.06
538595,CUST10052,2025-07-18,Fashion,92.2
538596,CUST10238,2025-07-19,Accessories,62.8
538597,CUST10225,2025-07-26,Holiday Items,288.6
538598,CUST10178,2025-07-15,Stationery,37.58
